Number,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
529,02/02/2015 20:48,20.89,23.2,0,496.25,0.003538822,0
530,02/02/2015 20:49,20.89,23.2,0,494.75,0.003538822,0
531,02/02/2015 20:50,20.89,23.2,0,492.5,0.003538822,0
532,02/02/2015 20:51,20.89,23.2,0,494.25,0.003538822,0
533,02/02/2015 20:51,20.89,23.2,0,492.3333333,0.003538822,0
534,02/02/2015 20:53,20.89,23.125,0,493.75,0.003527317,0
535,02/02/2015 20:54,20.89,23.125,0,484.75,0.003527317,0
536,02/02/2015 20:55,20.89,23.1,0,489.25,0.003523482,0
537,02/02/2015 20:55,20.89,23.1,0,494.5,0.003523482,0
538,02/02/2015 20:57,20.89,23.1,0,495.6666667,0.003523482,0
539,02/02/2015 20:57,20.89,23.1,0,501.5,0.003523482,0
540,02/02/2015 20:58,20.89,23.1,0,499.6666667,0.003523482,0
541,02/02/2015 21:00,20.89,23.1,0,492.5,0.003523482,0
542,02/02/2015 21:01,20.89,23.1,0,494.25,0.003523482,0
543,02/02/2015 21:02,20.89,23.1,0,494,0.003523482,0
544,02/02/2015 21:03,20.9725,23.1,0,489.25,0.003541507,0
545,02/02/2015 21:04,20.9175,23.1,0,490,0.003529482,0
546,02/02/2015 21:04,20.89,23.1,0,495.5,0.003523482,0
547,02/02/2015 21:06,20.89,23.05,0,498,0.003515813,0
548,02/02/2015 21:07,20.89,23.05,0,495,0.003515813,0
549,02/02/2015 21:08,20.912,23,0,490.2,0.003512921,0
550,02/02/2015 21:08,20.92666667,23,0,492.3333333,0.003516109,0
551,02/02/2015 21:10,20.89,23,0,491.6666667,0.003508143,0
552,02/02/2015 21:10,20.89,22.956,0,488,0.003501394,0
553,02/02/2015 21:11,20.934,22.934,0,488,0.003507553,0
554,02/02/2015 21:13,20.89,23,0,485,0.003508143,0
555,02/02/2015 21:14,20.89,23,0,490,0.003508143,0
556,02/02/2015 21:15,20.9175,22.9725,0,489.5,0.003509891,0
557,02/02/2015 21:16,20.89,22.945,0,485.25,0.003499707,0
558,02/02/2015 21:16,20.89,22.89,0,485.6666667,0.003491271,0
559,02/02/2015 21:17,20.9175,22.945,0,485,0.003505665,0
560,02/02/2015 21:19,20.89,22.956,0,485.2,0.003501394,0
561,02/02/2015 21:20,20.945,22.89,0,484,0.003503168,0
562,02/02/2015 21:21,20.89,22.9175,0,483,0.003495489,0
563,02/02/2015 21:22,20.89,22.89,0,481,0.003491271,0
564,02/02/2015 21:23,20.89,22.89,0,476.5,0.003491271,0
565,02/02/2015 21:23,20.89,22.89,0,475,0.003491271,0
566,02/02/2015 21:24,20.89,22.89,0,476,0.003491271,0
567,02/02/2015 21:26,20.89,22.89,0,478.5,0.003491271,0
568,02/02/2015 21:27,20.89,22.89,0,481,0.003491271,0
569,02/02/2015 21:28,20.89,22.89,0,483,0.003491271,0
570,02/02/2015 21:29,20.85666667,22.85666667,0,480.25,0.003478976,0
571,02/02/2015 21:29,20.89,22.89,0,480.25,0.003491271,0
572,02/02/2015 21:30,20.89,22.865,0,470.75,0.003487436,0
573,02/02/2015 21:32,20.89,22.89,0,474.75,0.003491271,0
574,02/02/2015 21:33,20.89,22.865,0,482.25,0.003487436,0
575,02/02/2015 21:34,20.89,22.89,0,480.3333333,0.003491271,0
576,02/02/2015 21:35,20.89,22.89,0,480,0.003491271,0
577,02/02/2015 21:36,20.89,22.84,0,481.5,0.003483602,0
578,02/02/2015 21:36,20.89,22.84,0,483.5,0.003483602,0
579,02/02/2015 21:38,20.89,22.79,0,475.6,0.003475933,0
580,02/02/2015 21:39,20.89,22.76,0,475.3333333,0.003471332,0
581,02/02/2015 21:40,20.89,22.815,0,477.6666667,0.003479768,0
582,02/02/2015 21:40,20.89,22.79,0,475.75,0.003475933,0
583,02/02/2015 21:42,20.89,22.79,0,479.1666667,0.003475933,0
584,02/02/2015 21:42,20.865,22.7675,0,475,0.003467115,0
585,02/02/2015 21:43,20.865,22.7675,0,474,0.003467115,0
586,02/02/2015 21:45,20.89,22.79,0,477.3333333,0.003475933,0
587,02/02/2015 21:46,20.89,22.79,0,473,0.003475933,0
588,02/02/2015 21:47,20.89,22.7675,0,470,0.003472482,0
589,02/02/2015 21:48,20.865,22.675,0,468.75,0.003452951,0
590,02/02/2015 21:49,20.87,22.718,0,471.4,0.003460606,0
591,02/02/2015 21:49,20.89,22.7,0,471,0.00346213,0
592,02/02/2015 21:51,20.89,22.7,0,468,0.00346213,0
593,02/02/2015 21:52,20.85,22.678,0,468.6,0.003450207,0
594,02/02/2015 21:53,20.81,22.62,0,467.4,0.003432825,0
595,02/02/2015 21:53,20.79,22.6,0,469,0.003425529,0
596,02/02/2015 21:55,20.79,22.65,0,471.25,0.00343315,0
597,02/02/2015 21:55,20.82333333,22.73,0,470.6666667,0.003452459,0
598,02/02/2015 21:56,20.79,22.6,0,466.75,0.003425529,0
599,02/02/2015 21:58,20.79,22.64,0,466.8,0.003431626,0
600,02/02/2015 21:59,20.79,22.7,0,468.75,0.003440771,0
601,02/02/2015 22:00,20.79,22.65,0,467.5,0.00343315,0
602,02/02/2015 22:01,20.79,22.63333333,0,469.6666667,0.00343061,0
603,02/02/2015 22:01,20.79,22.7,0,469.75,0.003440771,0
604,02/02/2015 22:02,20.79,22.6,0,469.75,0.003425529,0
605,02/02/2015 22:04,20.79,22.6,0,467.25,0.003425529,0
606,02/02/2015 22:05,20.772,22.6,0,461.4,0.003421714,0
607,02/02/2015 22:06,20.79,22.6,0,469.25,0.003425529,0
608,02/02/2015 22:07,20.79,22.625,0,468,0.00342934,0
609,02/02/2015 22:08,20.73,22.6,0,469,0.003412826,0
610,02/02/2015 22:08,20.79,22.6,0,467.25,0.003425529,0
611,02/02/2015 22:09,20.79,22.6,0,467.4,0.003425529,0
612,02/02/2015 22:11,20.79,22.6,0,467.6666667,0.003425529,0
613,02/02/2015 22:12,20.745,22.6,0,471.5,0.003415998,0
614,02/02/2015 22:13,20.76,22.6,0,471.6666667,0.003419173,0
615,02/02/2015 22:14,20.7225,22.6,0,464.75,0.003411242,0
616,02/02/2015 22:14,20.7225,22.6,0,461.75,0.003411242,0
617,02/02/2015 22:15,20.7225,22.6,0,458.5,0.003411242,0
618,02/02/2015 22:17,20.745,22.55,0,459.5,0.003408399,0
619,02/02/2015 22:18,20.7225,22.55,0,460.5,0.003403653,0
620,02/02/2015 22:19,20.76,22.56666667,0,465.3333333,0.003414102,0
621,02/02/2015 22:20,20.7225,22.5,0,465,0.003396065,0
622,02/02/2015 22:21,20.7225,22.5,0,459,0.003396065,0
623,02/02/2015 22:21,20.7675,22.5,0,463,0.003405542,0
624,02/02/2015 22:23,20.745,22.5,0,460.75,0.003400801,0
625,02/02/2015 22:24,20.7,22.5,0,461.5,0.003391335,0
626,02/02/2015 22:25,20.7,22.5,0,466,0.003391335,0
627,02/02/2015 22:25,20.7675,22.5,0,460.25,0.003405542,0
628,02/02/2015 22:27,20.718,22.52,0,457.4,0.003398153,0
629,02/02/2015 22:27,20.7,22.5,0,464.6,0.003391335,0
630,02/02/2015 22:28,20.73,22.5,0,464.3333333,0.003397643,0
631,02/02/2015 22:30,20.7,22.5,0,459.3333333,0.003391335,0
632,02/02/2015 22:31,20.7,22.5,0,459.75,0.003391335,0
633,02/02/2015 22:32,20.7225,22.5,0,459.25,0.003396065,0
634,02/02/2015 22:33,20.7,22.5,0,463,0.003391335,0
635,02/02/2015 22:34,20.7225,22.445,0,461.5,0.003387718,0
636,02/02/2015 22:34,20.7,22.5,0,454.5,0.003391335,0
637,02/02/2015 22:36,20.7,22.5,0,458.3333333,0.003391335,0
638,02/02/2015 22:37,20.718,22.5,0,463,0.003395119,0
639,02/02/2015 22:38,20.7,22.5,0,463.75,0.003391335,0
640,02/02/2015 22:38,20.7,22.456,0,460.6,0.003384667,0
641,02/02/2015 22:40,20.7,22.5,0,455.25,0.003391335,0
642,02/02/2015 22:40,20.7,22.5,0,455.6666667,0.003391335,0
643,02/02/2015 22:41,20.7,22.5,0,456.25,0.003391335,0
644,02/02/2015 22:43,20.7,22.42666667,0,459.6666667,0.003380222,0
645,02/02/2015 22:44,20.7,22.5,0,462,0.003391335,0
646,02/02/2015 22:45,20.7225,22.4725,0,460.25,0.003391892,0
647,02/02/2015 22:46,20.718,22.434,0,462,0.003385105,0
648,02/02/2015 22:46,20.73,22.39,0,461,0.003380942,0
649,02/02/2015 22:47,20.7,22.39,0,461.6666667,0.003374666,0
650,02/02/2015 22:49,20.745,22.39,0,460.25,0.003384084,0
651,02/02/2015 22:50,20.7225,22.365,0,456.25,0.003375578,0
652,02/02/2015 22:51,20.745,22.39,0,457.5,0.003384084,0
653,02/02/2015 22:52,20.772,22.37,0,455.8,0.003386702,0
654,02/02/2015 22:53,20.76,22.39,0,455,0.003387229,0
655,02/02/2015 22:53,20.7675,22.365,0,451.25,0.003384998,0
656,02/02/2015 22:54,20.745,22.39,0,453.75,0.003384084,0
657,02/02/2015 22:56,20.736,22.39,0,456.2,0.003382199,0
658,02/02/2015 22:57,20.73,22.35666667,0,453.6666667,0.003375881,0
659,02/02/2015 22:58,20.7,22.34,0,452.75,0.003367089,0
660,02/02/2015 22:59,20.76,22.35666667,0,454,0.003382159,0
661,02/02/2015 22:59,20.745,22.39,0,452.5,0.003384084,0
662,02/02/2015 23:00,20.73,22.39,0,456,0.003380942,0
663,02/02/2015 23:02,20.745,22.34,0,451.5,0.003376486,0
664,02/02/2015 23:03,20.7,22.37,0,449.8,0.003371635,0
665,02/02/2015 23:04,20.7,22.365,0,449.25,0.003370877,0
666,02/02/2015 23:05,20.7,22.365,0,452.25,0.003370877,0
667,02/02/2015 23:06,20.7225,22.34,0,451.25,0.003371784,0
668,02/02/2015 23:06,20.7,22.34,0,453,0.003367089,0
669,02/02/2015 23:08,20.7,22.39,0,453.25,0.003374666,0
670,02/02/2015 23:09,20.7,22.315,0,456.6666667,0.0033633,0
671,02/02/2015 23:10,20.7,22.29,0,455.75,0.003359512,0
672,02/02/2015 23:10,20.7,22.365,0,458,0.003370877,0
673,02/02/2015 23:12,20.7,22.34,0,458.75,0.003367089,0
674,02/02/2015 23:12,20.7,22.29,0,455.5,0.003359512,0
675,02/02/2015 23:13,20.7,22.29,0,455,0.003359512,0
676,02/02/2015 23:15,20.7,22.29,0,453.3333333,0.003359512,0
677,02/02/2015 23:16,20.7,22.33,0,454.6,0.003365573,0
678,02/02/2015 23:17,20.7,22.29,0,457.5,0.003359512,0
679,02/02/2015 23:18,20.7,22.29,0,449.6666667,0.003359512,0
680,02/02/2015 23:19,20.7,22.29,0,452,0.003359512,0
681,02/02/2015 23:19,20.7,22.29,0,453.5,0.003359512,0
682,02/02/2015 23:21,20.7,22.29,0,452,0.003359512,0
683,02/02/2015 23:22,20.7,22.29,0,450.6,0.003359512,0
684,02/02/2015 23:23,20.7,22.29,0,450.6666667,0.003359512,0
685,02/02/2015 23:23,20.7,22.29,0,451,0.003359512,0
686,02/02/2015 23:25,20.7,22.29,0,454.5,0.003359512,0
687,02/02/2015 23:25,20.7,22.29,0,457.25,0.003359512,0
688,02/02/2015 23:26,20.7,22.315,0,456,0.0033633,0
689,02/02/2015 23:28,20.675,22.29,0,456.5,0.003354313,0
690,02/02/2015 23:29,20.675,22.29,0,453.5,0.003354313,0
691,02/02/2015 23:30,20.7,22.29,0,454.25,0.003359512,0
692,02/02/2015 23:31,20.675,22.22,0,454,0.003343722,0
693,02/02/2015 23:31,20.675,22.2675,0,451,0.003350909,0
694,02/02/2015 23:32,20.66666667,22.26,0,450.25,0.003348045,0
695,02/02/2015 23:34,20.625,22.2225,0,449.75,0.003333756,0
696,02/02/2015 23:35,20.675,22.2675,0,452,0.003350909,0
697,02/02/2015 23:36,20.65,22.245,0,452.5,0.003342324,0
698,02/02/2015 23:37,20.64,22.236,0,454,0.003338894,0
699,02/02/2015 23:38,20.63333333,22.26,0,453,0.003341137,0
700,02/02/2015 23:38,20.7,22.29,0,454,0.003359512,0
701,02/02/2015 23:39,20.675,22.2675,0,450,0.003350909,0
702,02/02/2015 23:41,20.625,22.245,0,451.75,0.003337149,0
703,02/02/2015 23:42,20.675,22.2675,0,450.25,0.003350909,0
704,02/02/2015 23:43,20.625,22.2225,0,445,0.003333756,0
705,02/02/2015 23:44,20.65,22.2675,0,446.25,0.003345722,0
706,02/02/2015 23:44,20.66666667,22.26,0,450.6666667,0.003348045,0
707,02/02/2015 23:45,20.64,22.236,0,453.6,0.003338894,0
708,02/02/2015 23:47,20.63333333,22.23,0,450.3333333,0.00333661,0
709,02/02/2015 23:48,20.65,22.245,0,445.5,0.003342324,0
710,02/02/2015 23:49,20.65,22.245,0,443,0.003342324,0
711,02/02/2015 23:50,20.65,22.245,0,449.25,0.003342324,0
712,02/02/2015 23:51,20.63333333,22.23,0,454.6666667,0.00333661,0
713,02/02/2015 23:51,20.65,22.245,0,449,0.003342324,0
714,02/02/2015 23:53,20.625,22.2225,0,448.5,0.003333756,0
715,02/02/2015 23:54,20.6,22.2,0,449.6,0.003325206,0
716,02/02/2015 23:55,20.6,22.2,0,454,0.003325206,0
717,02/02/2015 23:55,20.6,22.2225,0,451.25,0.003328594,0
718,02/02/2015 23:57,20.6,22.2,0,449.3333333,0.003325206,0
719,02/02/2015 23:57,20.6,22.2,0,446,0.003325206,0
720,02/02/2015 23:58,20.6,22.2225,0,445.75,0.003328594,0
721,02/03/2015 00:00,20.6,22.2,0,451.5,0.003325206,0
722,02/03/2015 00:01,20.6,22.2,0,455.25,0.003325206,0
723,02/03/2015 00:02,20.6,22.2,0,455.25,0.003325206,0
724,02/03/2015 00:03,20.63333333,22.23,0,451.6666667,0.00333661,0
725,02/03/2015 00:04,20.6,22.2,0,451,0.003325206,0
726,02/03/2015 00:04,20.6,22.2,0,448.75,0.003325206,0
727,02/03/2015 00:06,20.6,22.2,0,445.75,0.003325206,0
728,02/03/2015 00:07,20.6,22.2,0,444.75,0.003325206,0
729,02/03/2015 00:08,20.6,22.2,0,446.3333333,0.003325206,0
730,02/03/2015 00:08,20.6,22.2,0,450,0.003325206,0
731,02/03/2015 00:10,20.575,22.2225,0,446.5,0.003323439,0
732,02/03/2015 00:10,20.6,22.2225,0,446.5,0.003328594,0
733,02/03/2015 00:11,20.575,22.2675,0,447.75,0.003330205,0
734,02/03/2015 00:13,20.58,22.254,0,449.6,0.003329207,0
735,02/03/2015 00:14,20.6,22.23,0,451.6666667,0.003329723,0
736,02/03/2015 00:15,20.6,22.26,0,450,0.003334241,0
737,02/03/2015 00:16,20.6,22.2,0,449.25,0.003325206,0
738,02/03/2015 00:16,20.575,22.2,0,449.75,0.003320056,0
739,02/03/2015 00:17,20.55,22.2675,0,453.75,0.003325047,0
740,02/03/2015 00:19,20.6,22.2,0,453,0.003325206,0
741,02/03/2015 00:20,20.6,22.2,0,450.5,0.003325206,0
742,02/03/2015 00:21,20.56666667,22.23,0,447,0.00332285,0
743,02/03/2015 00:22,20.575,22.2675,0,443.75,0.003330205,0
744,02/03/2015 00:23,20.6,22.2,0,444.25,0.003325206,0
745,02/03/2015 00:23,20.6,22.2675,0,451.5,0.00333537,0
746,02/03/2015 00:24,20.6,22.218,0,448.4,0.003327916,0
747,02/03/2015 00:26,20.6,22.2,0,449,0.003325206,0
748,02/03/2015 00:27,20.6,22.26,0,449.3333333,0.003334241,0
749,02/03/2015 00:28,20.6,22.2,0,446.25,0.003325206,0
750,02/03/2015 00:29,20.6,22.2,0,446.6,0.003325206,0
751,02/03/2015 00:29,20.6,22.2,0,447.6666667,0.003325206,0
752,02/03/2015 00:30,20.6,22.2,0,447,0.003325206,0
753,02/03/2015 00:32,20.6,22.2,0,446.75,0.003325206,0
754,02/03/2015 00:33,20.6,22.2,0,449.3333333,0.003325206,0
755,02/03/2015 00:34,20.58,22.2,0,451.2,0.003321086,0
756,02/03/2015 00:35,20.6,22.2,0,454,0.003325206,0
757,02/03/2015 00:36,20.6,22.2,0,451,0.003325206,0
758,02/03/2015 00:36,20.6,22.2,0,450.25,0.003325206,0
759,02/03/2015 00:38,20.6,22.2225,0,450,0.003328594,0
760,02/03/2015 00:39,20.6,22.2225,0,449,0.003328594,0
761,02/03/2015 00:40,20.6,22.2,0,446,0.003325206,0
762,02/03/2015 00:40,20.58,22.218,0,443.2,0.003323793,0
763,02/03/2015 00:42,20.56666667,22.26,0,443.3333333,0.003327358,0
764,02/03/2015 00:42,20.6,22.2,0,448,0.003325206,0
765,02/03/2015 00:43,20.6,22.2675,0,454,0.00333537,0
766,02/03/2015 00:45,20.6,22.29,0,451.5,0.003338759,0
767,02/03/2015 00:46,20.6,22.29,0,451.3333333,0.003338759,0
768,02/03/2015 00:47,20.55,22.29,0,447,0.003328425,0
769,02/03/2015 00:48,20.55,22.29,0,448.5,0.003328425,0
770,02/03/2015 00:49,20.525,22.2225,0,450.5,0.003313151,0
771,02/03/2015 00:49,20.575,22.29,0,446.5,0.003333588,0
772,02/03/2015 00:51,20.6,22.29,0,447.3333333,0.003338759,0
773,02/03/2015 00:52,20.575,22.29,0,453.5,0.003333588,0
774,02/03/2015 00:53,20.56666667,22.29,0,451.3333333,0.003331866,0
775,02/03/2015 00:53,20.58,22.254,0,449.4,0.003329207,0
776,02/03/2015 00:55,20.53333333,22.26,0,453.6666667,0.003320487,0
777,02/03/2015 00:55,20.575,22.2,0,448.25,0.003320056,0
778,02/03/2015 00:56,20.575,22.29,0,452,0.003333588,0
779,02/03/2015 00:58,20.525,22.2675,0,452.6666667,0.003319896,0
780,02/03/2015 00:59,20.6,22.2,0,454.6666667,0.003325206,0
781,02/03/2015 01:00,20.6,22.254,0,453.2,0.003333337,0
782,02/03/2015 01:01,20.56,22.29,0,447.6,0.003330489,0
783,02/03/2015 01:01,20.6,22.29,0,447.6666667,0.003338759,0
784,02/03/2015 01:02,20.55,22.29,0,448,0.003328425,0
785,02/03/2015 01:04,20.55,22.29,0,451,0.003328425,0
786,02/03/2015 01:05,20.6,22.29,0,451,0.003338759,0
787,02/03/2015 01:06,20.525,22.2675,0,451,0.003319896,0
788,02/03/2015 01:07,20.525,22.29,0,449.75,0.003323268,0
789,02/03/2015 01:08,20.52,22.29,0,453,0.003322238,0
790,02/03/2015 01:08,20.5,22.2675,0,453.5,0.003314751,0
791,02/03/2015 01:09,20.5,22.29,0,452.3333333,0.003318119,0
792,02/03/2015 01:11,20.525,22.29,0,452,0.003323268,0
793,02/03/2015 01:12,20.6,22.26,0,450.6666667,0.003334241,0
794,02/03/2015 01:13,20.5,22.2,0,449.5,0.00330465,0
795,02/03/2015 01:14,20.6,22.2225,0,449.75,0.003328594,0
796,02/03/2015 01:14,20.56,22.2,0,449,0.00331697,0
797,02/03/2015 01:15,20.6,22.2,0,451.3333333,0.003325206,0
798,02/03/2015 01:17,20.56666667,22.2,0,449,0.003318341,0
799,02/03/2015 01:18,20.56666667,22.2,0,448,0.003318341,0
800,02/03/2015 01:19,20.575,22.2,0,443.25,0.003320056,0
801,02/03/2015 01:20,20.55,22.245,0,446.5,0.003321669,0
802,02/03/2015 01:21,20.6,22.245,0,448.75,0.003331982,0
803,02/03/2015 01:21,20.6,22.2225,0,451,0.003328594,0
804,02/03/2015 01:23,20.6,22.2,0,451.5,0.003325206,0
805,02/03/2015 01:24,20.56666667,22.2,0,455,0.003318341,0
806,02/03/2015 01:25,20.6,22.2,0,451.6,0.003325206,0
807,02/03/2015 01:25,20.6,22.2,0,452.6666667,0.003325206,0
808,02/03/2015 01:27,20.6,22.14,0,448.2,0.003316171,0
809,02/03/2015 01:27,20.6,22.125,0,445.75,0.003313912,0
810,02/03/2015 01:28,20.6,22.1,0,446.6666667,0.003310148,0
811,02/03/2015 01:30,20.6,22.1,0,446.3333333,0.003310148,0
812,02/03/2015 01:31,20.6,22.125,0,444.75,0.003313912,0
813,02/03/2015 01:32,20.6,22.1,0,444.5,0.003310148,0
814,02/03/2015 01:33,20.58,22.14,0,446,0.003312062,0
815,02/03/2015 01:34,20.56666667,22.13333333,0,443.3333333,0.003308323,0
816,02/03/2015 01:34,20.6,22.1,0,447,0.003310148,0
817,02/03/2015 01:36,20.56666667,22.1,0,446,0.003303314,0
818,02/03/2015 01:37,20.6,22.15,0,445.25,0.003317677,0
819,02/03/2015 01:38,20.575,22.125,0,442,0.00330878,0
820,02/03/2015 01:38,20.575,22.1,0,443,0.003305022,0
821,02/03/2015 01:40,20.6,22.1,0,443,0.003310148,0
822,02/03/2015 01:40,20.6,22.1,0,446.3333333,0.003310148,0
823,02/03/2015 01:41,20.6,22.13333333,0,449,0.003315167,0
824,02/03/2015 01:43,20.6,22.125,0,445.25,0.003313912,0
825,02/03/2015 01:44,20.6,22.1,0,441.25,0.003310148,0
826,02/03/2015 01:45,20.575,22.175,0,441.75,0.003316298,0
827,02/03/2015 01:46,20.575,22.175,0,441.5,0.003316298,0
828,02/03/2015 01:46,20.6,22.13333333,0,445,0.003315167,0
829,02/03/2015 01:47,20.575,22.125,0,446,0.00330878,0
830,02/03/2015 01:49,20.55,22.2,0,442.5,0.003314914,0
831,02/03/2015 01:50,20.56666667,22.2,0,445,0.003318341,0
832,02/03/2015 01:51,20.525,22.2,0,443.5,0.003309778,0
833,02/03/2015 01:52,20.56,22.2,0,443,0.00331697,0
834,02/03/2015 01:53,20.6,22.2,0,444.3333333,0.003325206,0
835,02/03/2015 01:53,20.53333333,22.2,0,443.6666667,0.003311489,0
836,02/03/2015 01:54,20.58,22.2,0,443.4,0.003321086,0
837,02/03/2015 01:56,20.6,22.2,0,447,0.003325206,0
838,02/03/2015 01:57,20.6,22.2,0,446.25,0.003325206,0
839,02/03/2015 01:58,20.56,22.2,0,445.6,0.00331697,0
840,02/03/2015 01:59,20.55,22.2,0,448.5,0.003314914,0
841,02/03/2015 01:59,20.6,22.2,0,443.6666667,0.003325206,0
842,02/03/2015 02:00,20.58,22.2,0,444.4,0.003321086,0
843,02/03/2015 02:02,20.6,22.2,0,444.3333333,0.003325206,0
844,02/03/2015 02:03,20.575,22.2,0,443.5,0.003320056,0
845,02/03/2015 02:04,20.56666667,22.23,0,451,0.00332285,0
846,02/03/2015 02:05,20.575,22.2675,0,444.5,0.003330205,0
847,02/03/2015 02:06,20.6,22.2225,0,443,0.003328594,0
848,02/03/2015 02:06,20.53333333,22.2,0,445.6666667,0.003311489,0
849,02/03/2015 02:08,20.56,22.2,0,447.8,0.00331697,0
850,02/03/2015 02:09,20.6,22.2,0,445,0.003325206,0
851,02/03/2015 02:10,20.575,22.2,0,442.5,0.003320056,0
852,02/03/2015 02:10,20.525,22.245,0,446.75,0.003316523,0
853,02/03/2015 02:12,20.525,22.2675,0,442.75,0.003319896,0
854,02/03/2015 02:12,20.5,22.29,0,441.3333333,0.003318119,0
855,02/03/2015 02:13,20.525,22.29,0,443.75,0.003323268,0
856,02/03/2015 02:15,20.5,22.29,0,441.25,0.003318119,0
857,02/03/2015 02:16,20.5,22.29,0,440.25,0.003318119,0
858,02/03/2015 02:17,20.5,22.29,0,441.5,0.003318119,0
859,02/03/2015 02:18,20.5,22.29,0,439.3333333,0.003318119,0
860,02/03/2015 02:19,20.5,22.29,0,439,0.003318119,0
861,02/03/2015 02:19,20.5,22.29,0,445.3333333,0.003318119,0
862,02/03/2015 02:21,20.5,22.29,0,443.5,0.003318119,0
863,02/03/2015 02:22,20.5,22.29,0,439.8,0.003318119,0
864,02/03/2015 02:23,20.5,22.29,0,438.25,0.003318119,0
865,02/03/2015 02:23,20.5,22.29,0,443,0.003318119,0
866,02/03/2015 02:25,20.5,22.29,0,440.75,0.003318119,0
867,02/03/2015 02:25,20.5,22.29,0,438.2,0.003318119,0
868,02/03/2015 02:26,20.5,22.29,0,441.3333333,0.003318119,0
869,02/03/2015 02:28,20.5,22.29,0,438.25,0.003318119,0
870,02/03/2015 02:29,20.5,22.29,0,436.5,0.003318119,0
871,02/03/2015 02:30,20.5,22.29,0,439.3333333,0.003318119,0
872,02/03/2015 02:31,20.5,22.29,0,439.75,0.003318119,0
873,02/03/2015 02:31,20.5,22.29,0,439.75,0.003318119,0
874,02/03/2015 02:32,20.5,22.29,0,441.1666667,0.003318119,0
875,02/03/2015 02:34,20.5,22.29,0,441.6666667,0.003318119,0
876,02/03/2015 02:35,20.5,22.29,0,438.5,0.003318119,0
877,02/03/2015 02:36,20.5,22.29,0,439.75,0.003318119,0
878,02/03/2015 02:37,20.5,22.29,0,438.2,0.003318119,0
879,02/03/2015 02:38,20.5,22.29,0,438.6666667,0.003318119,0
880,02/03/2015 02:38,20.5,22.315,0,442,0.00332186,0
881,02/03/2015 02:39,20.5,22.39,0,447.75,0.003333084,0
882,02/03/2015 02:41,20.5,22.35666667,0,442.3333333,0.003328096,0
883,02/03/2015 02:42,20.5,22.365,0,442.25,0.003329343,0
884,02/03/2015 02:43,20.5,22.39,0,445.75,0.003333084,0
885,02/03/2015 02:44,20.5,22.365,0,441.5,0.003329343,0
886,02/03/2015 02:44,20.5,22.39,0,437.25,0.003333084,0
887,02/03/2015 02:45,20.5,22.39,0,439,0.003333084,0
888,02/03/2015 02:47,20.5,22.29,0,436.5,0.003318119,0
889,02/03/2015 02:48,20.5,22.32333333,0,432.5,0.003323107,0
890,02/03/2015 02:49,20.5,22.315,0,427.5,0.00332186,0
891,02/03/2015 02:50,20.5,22.315,0,437.5,0.00332186,0
892,02/03/2015 02:51,20.5,22.35666667,0,436.6666667,0.003328096,0
893,02/03/2015 02:51,20.5,22.39,0,435,0.003333084,0
894,02/03/2015 02:53,20.5,22.39,0,437,0.003333084,0
895,02/03/2015 02:54,20.5,22.39,0,438.6666667,0.003333084,0
896,02/03/2015 02:55,20.5,22.39,0,440.5,0.003333084,0
897,02/03/2015 02:55,20.5,22.34,0,442.75,0.003325601,0
898,02/03/2015 02:57,20.5,22.37,0,438,0.003330091,0
899,02/03/2015 02:57,20.5,22.39,0,436.25,0.003333084,0
900,02/03/2015 02:58,20.46333333,22.35666667,0,441.3333333,0.003320533,0
901,02/03/2015 03:00,20.5,22.39,0,441,0.003333084,0
902,02/03/2015 03:01,20.5,22.315,0,437,0.00332186,0
903,02/03/2015 03:02,20.5,22.37,0,435.2,0.003330091,0
904,02/03/2015 03:03,20.5,22.35666667,0,433.3333333,0.003328096,0
905,02/03/2015 03:04,20.5,22.39,0,435,0.003333084,0
906,02/03/2015 03:04,20.5,22.34,0,433.8,0.003325601,0
907,02/03/2015 03:06,20.5,22.39,0,435.3333333,0.003333084,0
908,02/03/2015 03:07,20.5,22.39,0,437.25,0.003333084,0
909,02/03/2015 03:08,20.5,22.39,0,434.4,0.003333084,0
910,02/03/2015 03:08,20.5,22.39,0,431.75,0.003333084,0
911,02/03/2015 03:10,20.5,22.39,0,437.3333333,0.003333084,0
912,02/03/2015 03:10,20.5,22.39,0,439.6666667,0.003333084,0
913,02/03/2015 03:11,20.478,22.37,0,435.6,0.003325549,0
914,02/03/2015 03:13,20.456,22.35,0,433,0.003318027,0
915,02/03/2015 03:14,20.478,22.392,0,432.6,0.003328837,0
916,02/03/2015 03:15,20.5,22.39,0,435.75,0.003333084,0
917,02/03/2015 03:16,20.42666667,22.32333333,0,436,0.00330802,0
918,02/03/2015 03:16,20.5,22.39,0,434.5,0.003333084,0
919,02/03/2015 03:17,20.478,22.392,0,435.4,0.003328837,0
920,02/03/2015 03:19,20.42666667,22.32333333,0,437.3333333,0.00330802,0
921,02/03/2015 03:20,20.4175,22.3925,0,430.75,0.003316436,0
922,02/03/2015 03:21,20.456,22.414,0,439.2,0.003327579,0
923,02/03/2015 03:22,20.4725,22.39,0,441.5,0.003327402,0
924,02/03/2015 03:23,20.46333333,22.39333333,0,445.6666667,0.003326008,0
925,02/03/2015 03:23,20.5,22.39,0,443.25,0.003333084,0
